Area,Centroid_1,Centroid_2,MajorAxisLength,MinorAxisLength,Orientation
9648,124.743366500829,223.162935323383,345.787583202243,42.5018907964477,-3.92908467871811
1173,151.416027280477,149.752770673487,86.5799708572166,18.2537143589244,-2.45111370312159
371,147.366576819407,67.0754716981132,28.5372514940153,19.1895656650011,-86.0733703769962
321,203.236760124611,146.202492211838,39.7653799670112,25.7965246934625,-24.9760567109611
7672,310.818691345151,95.3562304483837,189.67699266495,78.1637545646435,55.1784083513462
404,348.225247524752,198.819306930693,59.1873920133697,11.772049524322,86.6447994556242
