Area,Centroid_1,Centroid_2,MajorAxisLength,MinorAxisLength,Orientation
9675,124.549147286822,223.114625322997,346.242641731124,42.5364581802052,-3.95431122626204
1184,151.722128378378,149.788851351351,87.1091124232732,18.2061445808988,-2.54594506334594
372,147.39247311828,67.0698924731183,28.5004439980821,19.2699898247161,-86.1500684378829
329,203.057750759878,146.082066869301,39.8697116790598,25.5692591854685,-24.7654725168688
133,215.481203007519,129.932330827068,29.3861883639504,9.17346515542046,3.76647993755798
133,223.563909774436,147.248120300752,20.4654362153099,10.0771590336941,83.3223420950826
7684,310.767699115044,95.3867777199375,189.717424536769,78.219844853874,55.1224957990644
412,348.22572815534,198.966019417476,58.7618606881307,11.6894678811751,86.6720979569419
